FunctionID_f,AvgServiceTimeMilliseconds,Invocations30Days
1747,3296,18
1965,1337,18
2242,16513,18
3309,113,18
3338,1069,18
3505,1599,18
3697,115,18
4065,1649,18
4193,6160,18
4349,11,18
4645,357,18
4931,109,18
5422,35244,18
5611,16841,18
5802,1130,18
5891,1,18
5893,4980,18
5982,423,18
6103,62,18
6157,1473,18
6446,1156,18
6674,1186,18
6705,1221,18
6791,141,18
7375,756,18
7473,590,18
7528,115,18
7678,74,18
7770,1068,18
7772,275841,18
8550,1063,18
8791,30801,18
9700,1202,18
9727,21541,18
10856,328,18
27,138,17
122,114776,17
361,9491,17
672,11095,17
693,303,17
731,23,17
837,1145,17
1076,12559,17
1153,3634,17
1218,107,17
1422,10,17
1593,1315,17
1688,216,17
1816,107,17
2293,179047,17
2301,19,17
2318,240,17
2521,143,17
2942,1166,17
3076,1499,17
3120,184,17
3198,1032,17
3428,1156,17
3607,146002,17
4409,10676,17
4596,1035,17
5752,235,17
5753,292,17
5981,10314,17
6018,12774,17
6214,579,17
6448,1062,17
6761,373,17
6852,1063,17
6965,2738,17
7136,25,17
7707,32,17
7989,2961,17
8045,160,17
9408,2595,17
9732,15235,17
10229,91,17
10609,227,17
50,1137,16
254,159,16
256,335,16
336,3384,16
1014,100485,16
1018,16777,16
1134,27803,16
1439,1173,16
1875,5816,16
2082,1315,16
2737,1673,16
3516,17964,16
4010,74,16
5201,5727,16
5355,7718,16
5784,3621,16
5820,14,16
5863,10028,16
6440,9,16
6589,1161,16
7111,25,16
7613,12,16
7727,1230,16
7893,512,16
7944,1038,16
8200,119,16
8788,1390,16
9023,410,16
9429,1579,16
9639,8631,16
9739,2303,16
9879,11117,16
9984,602,16
10209,11292,16
10294,1014,16
10415,101,16
93,1267,15
188,1277,15
1004,157794,15
1041,1635,15
1234,479,15
1332,1180,15
1382,1022,15
1409,155,15
1501,1140,15
1658,1254,15
2246,1057,15
2367,586,15
2502,42884,15
2604,121,15
2788,2892,15
2935,1090,15
3254,14,15
3304,119,15
3311,6,15
3685,3506,15
4760,25951,15
4888,772,15
4899,233,15
5094,29857,15
5463,348,15
5704,9239,15
5717,1055,15
5811,2124,15
5927,1026,15
6113,2375,15
6863,146,15
6917,22,15
7370,440,15
7532,675,15
8097,7771,15
8475,1743,15
8506,19,15
8932,686,15
9137,78,15
9360,365,15
9579,1598,15
10006,44667,15
10384,1031,15
10470,390,15
10619,125021,15
10729,766,15
10742,6662,15
41,733,14
776,205,14
1417,154,14
1594,36008,14
1683,475,14
1697,117,14
1855,27294,14
2534,11189,14
2625,187,14
2743,284,14
2798,10,14
3162,18541,14
3422,41413,14
3787,1274,14
3804,206,14
3816,2394,14
4011,1003,14
4101,1155,14
4635,33569,14
4642,13815,14
4695,1442,14
5450,628,14
5869,1132,14
6664,1175,14
6699,4123,14
7033,1461,14
7263,1095,14
7381,265,14
7425,1197,14
7635,29966,14
8134,100,14
8525,171,14
8609,1165,14
8744,451,14
8933,1915,14
9720,857,14
9773,118,14
10108,3937,14
10154,1503,14
10157,5075,14
10214,371,14
26,103,13
113,40533,13
166,431,13
1281,489,13
1641,304,13
1652,1401,13
2286,6576,13
2384,100,13
2397,1360,13
2452,1229,13
3210,314,13
3395,22,13
3996,22313,13
4119,1028,13
4181,1033,13
4282,262,13
4394,13,13
4804,102,13
4889,113,13
5184,64,13
6221,27,13
6529,2968,13
6711,11176,13
7163,1278,13
7254,10707,13
7570,34,13
7624,4839,13
8004,1736,13
8240,117,13
8374,371,13
8489,2447,13
8508,1293,13
8511,13703,13
8535,61,13
8734,502,13
8749,15218,13
8750,10404,13
9063,2664,13
9185,165,13
9277,2139,13
9322,23,13
9481,1040,13
9916,101,13
10123,708,13
10269,169,13
6,3970,12
18,1089,12
23,1011,12
148,1,12
285,133,12
483,182,12
531,44501,12
561,500,12
817,374,12
835,100,12
904,6307,12
927,3752,12
950,1070,12
1056,2052,12
1173,2588,12
1372,612,12
1560,436511,12
1667,10308,12
1772,100725,12
2056,103133,12
2272,113361,12
2553,1266,12
2787,14309,12
3011,1063,12
3022,10928,12
3291,13327,12
3417,418,12
3619,348,12
3720,13231,12
3834,21669,12
3865,1061,12
3963,10967,12
4230,6278,12
4242,91,12
4489,13337,12
4654,112,12
5136,192,12
5162,6478,12
5311,296,12
5313,3529,12
5383,785,12
5485,1511,12
5639,120667,12
5817,1971,12
5836,1286,12
6061,200,12
6096,12748,12
6172,173,12
6398,164,12
6428,2690,12
6593,11,12
6653,2696,12
6733,140486,12
6785,10255,12
6819,3251,12
6959,11583,12
7049,2390,12
7120,28092,12
7186,113,12
7315,10573,12
7503,189,12
7622,1655,12
7653,3593,12
7670,106,12
7815,555,12
7844,655,12
7952,12433,12
8044,4688,12
8283,1237,12
8310,153,12
8322,1080,12
8437,8568,12
8462,2804,12
8590,1941,12
8755,11,12
8810,114,12
8856,551354,12
8940,386,12
9035,373,12
9292,119,12
9434,109,12
9476,1462,12
10122,1036,12
10576,1,12
10774,49993,12
455,139,11
645,155,11
893,10578,11
960,130,11
1389,1136,11
1453,1746,11
1504,2478,11
1600,27,11
1943,1452,11
2227,1016,11
2228,103,11
2481,103041,11
3069,4206,11
3409,1188,11
3498,1054,11
3692,11847,11
3723,12740,11
3836,196,11
3905,154,11
4276,188,11
4573,1765,11
4664,104063,11
4774,275,11
5038,502,11
5164,103,11
5427,163,11
5842,1,11
6386,2800,11
6725,254,11
6742,1274,11
6890,240,11
7095,1082,11
7140,2783,11
7259,1163,11
7469,1,11
7495,398,11
7623,31,11
7961,13925,11
8307,10926,11
9007,1052,11
9252,544,11
9656,1738,11
10178,357,11
10199,870,11
10201,5032,11
10511,14,11
10563,1129,11
10655,1027,11
10852,102,11
271,106529,10
274,880,10
690,320,10
1093,2942,10
1143,2431,10
1220,233,10
1403,407,10
1429,12180,10
1791,1346,10
1988,10489,10
2081,808,10
2471,119,10
2561,1165,10
2622,3129,10
3051,100,10
3119,101,10
3327,780,10
3438,1575,10
3593,236,10
3665,254,10
3761,1418,10
3842,1094,10
4196,592,10
4594,847,10
4676,1006,10
4748,145,10
4800,1098,10
4805,108,10
4947,171,10
5212,1294,10
5590,106,10
6276,13121,10
6426,390,10
6715,25635,10
6808,103,10
7067,1277,10
7498,114229,10
7584,18019,10
7876,116,10
7968,1297,10
7985,255,10
7988,2279,10
8046,61,10
8059,1804,10
8426,1103,10
8474,1322,10
8728,125,10
8983,1097,10
9050,13,10
9102,1453,10
9163,204394,10
9220,587,10
9311,1353,10
9340,3638,10
9452,845,10
9535,1091,10
9886,104,10
10128,111,10
10352,718,10
10440,461,10
10676,131,10
10739,263,10
10750,17,10
258,2926,9
456,84408,9
633,12,9
661,4080,9
812,439,9
1278,53,9
1282,909,9
1362,10580,9
1450,133,9
1720,86365,9
1760,880,9
1785,1171,9
1830,1,9
1831,3714,9
1835,1277,9
1868,10946,9
1897,279,9
2112,13937,9
2477,408,9
2601,13,9
2728,187,9
2983,2377,9
3302,102,9
3335,180,9
3551,212,9
3831,10692,9
3862,148,9
4078,12061,9
4464,1251,9
4571,525,9
4698,1061,9
4705,1921,9
4841,4097,9
5248,4794,9
5601,2069,9
5786,117,9
6022,11359,9
6107,112,9
6110,139626,9
6265,366,9
6296,18,9
6338,1067,9
6640,350,9
6848,1712,9
6972,476,9
7005,1641,9
7089,10,9
7230,1546,9
7235,581,9
7249,1136,9
7387,963,9
7450,11567,9
7606,453,9
7637,258,9
7805,1984,9
7853,120,9
7914,218883,9
8092,58661,9
8113,126,9
8294,48007,9
8381,3350,9
8620,1475,9
8629,2529,9
8636,119632,9
8659,35,9
8676,10,9
8720,66448,9
8802,1948,9
8808,2216,9
8901,1741,9
9036,1195,9
9190,2459,9
9228,1987,9
9772,485,9
9813,11496,9
9949,1168,9
10034,14,9
10211,120,9
10311,113,9
10716,503,9
10819,1225,9
156,1276,8
200,262179,8
328,4781,8
344,82883,8
541,207,8
928,12603,8
1044,482,8
1051,1285,8
1174,1615,8
1243,1757,8
1252,194,8
1299,4094,8
1441,147,8
1499,1228,8
1507,36,8
1664,810,8
1739,497,8
1890,672,8
1959,141,8
2025,85003,8
2038,327,8
2287,1933,8
2460,31176,8
2583,1291,8
2603,193,8
2835,38507,8
2839,359,8
2882,25897,8
2907,167,8
3116,10112,8
3280,1779,8
3310,123,8
3343,110004,8
3493,68682,8
3564,380,8
3589,325,8
3661,13,8
3681,222,8
3734,300673,8
3790,184,8
4055,135,8
4340,2569,8
4392,89717,8
4467,156,8
4495,3110,8
4506,1446,8
4750,1134,8
4794,1000,8
4943,3016,8
4949,2605,8
5021,1036,8
5057,31733,8
5163,212,8
5195,564,8
5251,2050,8
5410,2576,8
5437,2210,8
5585,236,8
5718,152,8
5727,661,8
5773,1051,8
5841,1,8
5895,5921,8
5992,451,8
6167,4573,8
6190,4817,8
6312,11845,8
6437,856,8
6548,16530,8
6871,7564,8
7048,1183,8
7104,883,8
7357,21,8
7368,10451,8
7544,107,8
7603,103,8
7680,1244,8
7689,201,8
7825,35458,8
7833,125,8
7951,1112,8
8026,1611,8
8150,132,8
8188,103,8
8423,14960,8
8560,1024,8
8574,10917,8
8752,756,8
8873,1031,8
9068,1539,8
9194,4785,8
9201,1151,8
9326,2264,8
9522,13716,8
9661,1154,8
9947,1035,8
9960,106,8
10147,216907,8
10184,1295,8
10341,2325,8
10407,5590,8
10532,10397,8
10584,339,8
10734,442,8
10785,1202,8
10803,2525,8
17,2454,7
181,1291,7
279,1185,7
354,939,7
393,946,7
481,3500,7
538,884,7
598,716,7
744,31,7
788,1,7
1008,34,7
1221,13270,7
1341,102,7
1496,2159,7
1616,155,7
1888,1551,7
1967,323,7
2067,102242,7
2203,293,7
2284,1177,7
2285,108,7
2381,12984,7
2686,21875,7
2867,5945,7
2916,10294,7
3065,1125,7
3197,857,7
3702,12588,7
3817,1047,7
3972,408,7
4046,342,7
4050,1881,7
4351,576,7
4461,253,7
4517,1151,7
4554,24625,7
4584,241,7
4634,2124,7
4737,1067,7
4814,264,7
4983,2088,7
5137,15534,7
5595,1271,7
5641,2800,7
5690,1077,7
5711,10,7
5856,2080,7
5874,1017,7
5960,16143,7
5988,117,7
6026,1025,7
6055,1165,7
6097,1023,7
6118,10352,7
6133,9314,7
6154,1005,7
6181,10617,7
6194,49,7
6233,1758,7
6519,225,7
6769,1367,7
7009,689,7
7172,23,7
7255,63943,7
7270,1,7
7319,1291,7
7332,277,7
7391,1625,7
7553,781,7
7592,19668,7
7713,170,7
7728,130,7
7846,946,7
8156,225,7
8209,1156,7
8270,2182,7
8433,1416,7
8446,23094,7
8529,560,7
8756,108922,7
9125,127,7
9156,178,7
9321,115,7
9393,299,7
9482,10169,7
9541,81,7
9605,1674,7
10041,2315,7
10043,260,7
10070,15590,7
10297,19137,7
10338,17358,7
10373,13,7
10398,138,7
10399,25594,7
10419,2092,7
10542,11489,7
10694,720,7
10770,1035,7
10792,1019,7
11,1018,6
16,24738,6
109,133247,6
170,1160,6
194,170602,6
201,1217,6
202,651,6
224,475,6
657,622,6
724,10,6
743,140,6
959,2288,6
1180,100,6
1303,153,6
1457,10327,6
1483,3809,6
1517,1030,6
1775,1940,6
1814,1230,6
1861,2099,6
1904,2285,6
1921,101340,6
2075,6,6
2077,10293,6
2122,157,6
2156,7734,6
2169,1111,6
2176,1683,6
2231,866,6
2364,44,6
2369,148,6
2387,6989,6
2455,15772,6
2475,1114,6
2614,1027,6
2621,1045,6
2944,1044,6
3054,134,6
3100,2227,6
3142,125080,6
3236,229,6
3279,350,6
3351,125,6
3362,174577,6
3459,17129,6
3613,1400,6
3674,7087,6
3694,245,6
3705,1216,6
3892,600,6
3914,18,6
4061,120,6
4076,661,6
4084,1066,6
4198,27,6
4236,59,6
4320,361,6
4431,1801,6
4722,1083,6
4729,133,6
4846,1074,6
4847,2020,6
4875,472,6
4913,61572,6
4974,31158,6
5018,381,6
5241,140,6
5265,104,6
5431,28106,6
5433,962,6
5481,154,6
5492,991,6
5575,108,6
5591,161,6
5954,2198,6
5973,11802,6
6050,1105,6
6282,1015,6
6325,107,6
6380,11108,6
6460,11021,6
6504,1066,6
6506,325,6
6527,5708,6
6563,4402,6
6636,199,6
6685,5218,6
6805,788,6
6821,27674,6
6873,1088,6
6915,116,6
6925,1738,6
6932,1331,6
6945,1623,6
6958,2703,6
6970,826,6
7059,11617,6
7110,15,6
7144,183,6
7198,101,6
7208,1011,6
7268,811,6
7323,1238,6
7326,1085,6
7373,2347,6
7410,262,6
7435,2689,6
7460,134,6
7596,19835,6
7609,2607,6
7612,132,6
7665,101,6
7775,1965,6
7796,1218,6
7838,13124,6
7922,1109,6
7946,195,6
7986,1418,6
8036,1018,6
8057,103,6
8079,12445,6
8100,2005,6
8152,1108,6
8167,170,6
8189,2683,6
8265,1029,6
8348,12861,6
8364,20751,6
8456,6311,6
8515,13,6
8708,79,6
8795,1354,6
8807,12743,6
8818,10096,6
8845,2268,6
9111,352,6
9193,1463,6
9385,9703,6
9467,44,6
9559,556,6
9601,1084,6
9645,136,6
9817,268302,6
9980,23166,6
9996,600084,6
10024,14172,6
10051,1239,6
10083,11206,6
10100,1090,6
10109,446,6
10159,15,6
10230,17276,6
10300,249,6
10316,2368,6
10357,143,6
10445,1034,6
10466,11362,6
10482,131566,6
10591,445,6
10672,1769,6
10752,2336,6
10755,2040,6
10794,50410,6
10837,3731,6
225,1042,5
262,1017,5
284,4025,5
343,577,5
380,8803,5
416,5389,5
684,16997,5
747,2712,5
878,31,5
906,4200,5
1012,1455,5
1115,1054,5
1260,2002,5
1308,179556,5
1340,29,5
1360,6997,5
1528,3146,5
1545,579,5
1597,1256,5
1798,27505,5
1972,1261,5
2026,379,5
2250,111,5
2348,340,5
2362,457,5
2469,131,5
2503,258,5
2596,131,5
2769,1900,5
2861,16,5
2938,2058,5
2964,2822,5
2988,153,5
3019,263,5
3032,1032,5
3044,178984,5
3183,212,5
3201,1195,5
3287,1078,5
3292,1374,5
3341,1015,5
3432,100,5
3580,124742,5
3597,4405,5
3664,2560,5
3722,361,5
3765,38,5
3799,139,5
3875,2244,5
3902,109,5
3968,5400,5
3974,1414,5
3991,220,5
4015,1292,5
4067,4729,5
4189,19987,5
4272,117,5
4350,18,5
4362,786,5
4382,512,5
4412,3207,5
4646,1255,5
4782,19243,5
4783,1112,5
4887,25680,5
4926,1,5
4928,3354,5
4955,5,5
4966,504,5
4990,1463,5
5190,1264,5
5192,14366,5
5233,1745,5
5235,29710,5
5250,180,5
5264,155783,5
5300,1092,5
5354,3828,5
5542,22,5
5640,1211,5
5653,23508,5
5674,16997,5
5676,19,5
5699,1913,5
5746,1972,5
5904,1508,5
5913,418,5
6102,321,5
6318,467,5
6321,1095,5
6336,1160,5
6379,1316,5
6445,2767,5
6514,1736,5
6834,10,5
7011,1901,5
7299,11630,5
7308,128,5
7456,12993,5
7457,211,5
7459,10077,5
7481,301360,5
7546,4752,5
7550,1186,5
7654,39286,5
7677,135651,5
7705,8347,5
7716,1004,5
7819,4671,5
7827,259,5
7982,42890,5
8019,450,5
8144,127,5
8304,107,5
8363,1265,5
8366,4204,5
8412,1537,5
8424,331,5
8448,1054,5
8464,829,5
8623,1174,5
8910,6444,5
9116,1796,5
9160,16901,5
9199,1000,5
9205,715,5
9225,68,5
9740,40906,5
9754,1178,5
9777,154329,5
9930,1247,5
9971,25404,5
10044,354,5
10089,18532,5
10164,155,5
10231,3218,5
10246,350,5
10293,2936,5
10432,105249,5
10643,544,5
10703,56152,5
10784,169,5
29,147,4
160,1348,4
191,1791,4
242,297,4
330,46964,4
337,114210,4
369,4828,4
375,996,4
452,1140,4
485,459,4
514,1102,4
535,32726,4
564,261,4
566,101,4
574,1506,4
600,141503,4
604,3730,4
605,13954,4
639,19,4
669,10005,4
714,13141,4
735,69,4
737,2413,4
757,1923,4
767,751,4
796,108,4
815,12838,4
913,2155,4
986,2898,4
997,150,4
1042,1105,4
1110,4059,4
1139,490,4
1148,1619,4
1149,2845,4
1160,3405,4
1227,126,4
1294,16,4
1488,8525,4
1555,13518,4
1622,1123,4
1636,1071,4
1686,10816,4
1711,1357,4
1712,300070,4
1761,1247,4
1766,1267,4
1833,111,4
1834,17891,4
1896,6117,4
1950,4999,4
2014,282,4
2079,15819,4
2107,12301,4
2125,1951,4
2150,162,4
2164,19778,4
2188,13582,4
2273,1914,4
2316,1157,4
2333,3900,4
2465,32004,4
2558,25,4
2598,108,4
2610,3099,4
2658,1959,4
2684,141,4
2688,156083,4
2754,128728,4
2790,277,4
2828,1,4
2851,7934,4
2856,25074,4
2884,283,4
2914,1452,4
2947,1107,4
2957,117,4
3034,17075,4
3086,1702,4
3089,2276,4
3177,356,4
3188,300,4
3247,1128,4
3260,234776,4
3261,570,4
3285,121,4
3344,4841,4
3413,2861,4
3467,300118,4
3487,2242,4
3583,18821,4
3596,369,4
3689,1325,4
3736,127,4
3757,1124,4
3791,950,4
3822,137565,4
3866,680,4
3894,11021,4
3924,1534,4
3932,8911,4
3970,102,4
4006,508,4
4051,1324,4
4081,15,4
4203,17241,4
4355,1046,4
4361,141,4
4387,2265,4
4420,113,4
4428,1,4
4457,11318,4
4471,2889,4
4532,1113,4
4534,566,4
4557,3092,4
4688,21306,4
4706,150473,4
4723,888,4
4738,5138,4
4763,1262,4
4784,300132,4
4869,348,4
4996,62,4
5020,991,4
5023,628,4
5025,124064,4
5135,193,4
5259,403695,4
5271,646,4
5314,1120,4
5364,2083,4
5432,1146,4
5438,1063,4
5454,1740,4
5566,18253,4
5607,2499,4
5668,3149,4
5734,273169,4
5737,26,4
5787,14229,4
5830,1058,4
5923,255,4
5926,25640,4
5957,15,4
5961,1084,4
5978,1485,4
6027,87,4
6045,118,4
6152,177,4
6156,35595,4
6184,15,4
6258,135840,4
6364,1869,4
6374,163,4
6397,31631,4
6458,786,4
6510,112,4
6571,41,4
6630,19,4
6631,744,4
6633,463,4
6647,1666,4
6656,1002,4
6734,10,4
6738,121,4
6784,2357,4
6967,126622,4
7073,3415,4
7100,2021,4
7160,22131,4
7175,2430,4
7204,1296,4
7285,13925,4
7286,16683,4
7318,1612,4
7327,26111,4
7397,11623,4
7521,250,4
7540,1711,4
7583,1202,4
7634,1085,4
7662,805,4
7724,264995,4
7734,1188,4
7750,8,4
7751,148,4
7849,16,4
7888,1345,4
7934,456,4
7964,1518,4
8025,1116,4
8056,1341,4
8093,1357,4
8101,199,4
8165,1466,4
8335,168,4
8513,16,4
8548,597,4
8605,129,4
8633,1303,4
8684,2375,4
8700,490,4
8758,1908,4
8855,1071,4
8871,792,4
8874,1135,4
8883,1000,4
8912,499,4
8913,131,4
8957,1074,4
8973,815,4
8985,23,4
9030,23,4
9080,1179,4
9181,101889,4
9209,214,4
9210,296,4
9256,1060,4
9262,26238,4
9296,102,4
9342,64,4
9370,3144,4
9376,10205,4
9383,11,4
9433,100,4
9471,1144,4
9524,1544,4
9550,815,4
9569,113,4
9582,10987,4
9627,3068,4
9650,8172,4
9685,16,4
9694,20,4
9696,1191,4
9768,843,4
9779,15267,4
9884,6053,4
10058,183,4
10125,6465,4
10181,167,4
10273,254,4
10610,104,4
10636,1184,4
10690,1003,4
10722,1080,4
10764,43654,4
10790,1263,4
10807,1729,4
10820,2172,4
10833,281745,4
10846,228120,4
49,39894,3
116,10715,3
117,10,3
123,128,3
180,37,3
331,20,3
351,1507,3
357,1084,3
477,1,3
503,6048,3
568,1006,3
609,16187,3
622,507,3
626,1701,3
701,630,3
702,1410,3
730,15,3
760,17552,3
854,1113,3
868,125,3
940,5710,3
967,2874,3
969,10,3
1009,396,3
1047,778,3
1054,1400,3
1065,24,3
1075,6,3
1226,1349,3
1262,1434,3
1270,345,3
1364,10663,3
1387,18,3
1482,39596,3
1484,18,3
1552,2449,3
1596,2300,3
1620,188,3
1627,181550,3
1628,72,3
1703,565,3
1808,30424,3
1850,296,3
1910,128,3
1969,1976,3
1980,1064,3
2007,107,3
2089,3822,3
2098,1714,3
2100,1038,3
2162,14521,3
2229,12170,3
2234,1469,3
2305,4802,3
2336,426,3
2356,12090,3
2409,10113,3
2532,26,3
2548,2868,3
2565,12672,3
2566,10,3
2586,10990,3
2628,965,3
2638,22,3
2678,113,3
2716,1470,3
2781,124,3
2903,21,3
2971,1159,3
2972,10,3
2973,19203,3
3079,166855,3
3097,12967,3
3175,10937,3
3191,1115,3
3293,2386,3
3318,35,3
3320,127,3
3380,1022,3
3423,353,3
3435,1055,3
3441,939,3
3442,249,3
3518,1514,3
3541,9762,3
3639,14,3
3659,3389,3
3670,1034,3
3695,352,3
3743,22401,3
3876,2211,3
3885,12405,3
3933,416,3
3946,100,3
3982,15,3
3990,1006,3
3999,739,3
4014,1009,3
4038,2035,3
4057,120,3
4143,16,3
4145,12766,3
4155,10,3
4273,10400,3
4301,210,3
4331,1610,3
4424,101,3
4442,3273,3
4455,23,3
4509,2870,3
4551,8278,3
4592,10,3
4613,11646,3
4614,1255,3
4652,216,3
4810,132,3
4850,153,3
4901,10,3
4914,318,3
5039,111,3
5066,458,3
5067,10,3
5116,1060,3
5134,10094,3
5222,315,3
5258,38,3
5318,1011,3
5377,21,3
5409,705,3
5417,3504,3
5513,1171,3
5618,1005,3
5628,145,3
5648,10879,3
5684,1120,3
5740,2348,3
5744,27,3
5829,1121,3
5845,143922,3
5875,10,3
5880,15587,3
5915,10356,3
5925,1018,3
5986,114,3
6023,819,3
6041,36,3
6077,944,3
6124,1251,3
6213,448,3
6241,10,3
6244,10370,3
6250,1009,3
6342,2044,3
6354,1968,3
6356,181,3
6382,260,3
6390,4985,3
6450,10,3
6461,10622,3
6502,129,3
6503,19,3
6545,3293,3
6554,14,3
6607,692,3
6662,14,3
6703,535,3
6708,1116,3
6722,10,3
6780,1264,3
6790,3834,3
6815,1002,3
6818,1855,3
6859,1257,3
6866,4043,3
6931,1110,3
6936,102319,3
6956,1205,3
7014,15,3
7071,6596,3
7158,2104,3
7207,20,3
7222,25,3
7301,1322,3
7346,243,3
7475,8170,3
7515,1253,3
7520,1,3
7524,16,3
7562,100,3
7563,15433,3
7579,557,3
7585,2312,3
7586,4548,3
7605,22909,3
7608,159,3
7627,12037,3
7686,17090,3
7766,1002,3
7855,108387,3
7857,104,3
7874,27051,3
7899,207,3
7908,11667,3
7953,197,3
7990,2606,3
7999,293,3
8064,14,3
8069,591,3
8094,750,3
8135,15,3
8136,60093,3
8140,8909,3
8142,557,3
8182,1253,3
8247,332,3
8320,1125,3
8395,10,3
8398,10405,3
8406,18,3
8410,1511,3
8488,10,3
8509,67612,3
8522,4049,3
8528,402,3
8543,789,3
8545,10333,3
8564,1056,3
8567,156,3
8640,2055,3
8693,1641,3
8735,1098,3
8757,13694,3
8761,25,3
8811,360,3
8819,15,3
8822,1052,3
8825,9775,3
8906,206018,3
8930,1369,3
9090,17,3
9109,2416,3
9122,11138,3
9179,10457,3
9180,1143,3
9230,132367,3
9265,501,3
9266,240,3
9269,15,3
9284,16,3
9299,586,3
9390,581,3
9437,174,3
9586,14221,3
9640,1347,3
9655,1092,3
9665,26,3
9672,1286,3
9714,1387,3
9737,22730,3
9774,10945,3
9888,4497,3
9945,17076,3
10004,1536,3
10046,397,3
10069,5,3
10075,1,3
10142,1021,3
10143,2876,3
10173,857,3
10198,124,3
10204,392,3
10259,352,3
10267,25345,3
10302,444,3
10366,292,3
10455,1401,3
10501,693,3
10538,1375,3
10549,668,3
10620,2415,3
10631,1017,3
10805,2032,3
10814,11602,3
21,11987,2
24,7,2
30,5782,2
32,1459,2
34,1039,2
60,101,2
66,60822,2
91,14,2
126,11087,2
136,163,2
143,1001,2
157,146559,2
183,103,2
197,12249,2
208,365,2
216,250,2
235,4347,2
239,1012,2
243,15052,2
272,1669,2
316,15,2
329,105879,2
332,15,2
334,45890,2
342,16,2
352,427,2
355,210,2
381,6425,2
436,4715,2
440,8658,2
450,3560,2
466,2504,2
479,1016,2
480,237,2
482,1465,2
484,14,2
524,16,2
534,2199,2
542,4835,2
548,120,2
554,1359,2
559,104,2
575,1423,2
596,203,2
636,23,2
728,122,2
778,127,2
781,1068,2
816,1242,2
821,1103,2
823,1224,2
826,107,2
834,163,2
842,1300,2
844,1172,2
849,1981,2
858,10375,2
874,1272,2
909,11750,2
932,1021,2
938,2363,2
954,156998,2
968,1459,2
987,1175,2
1022,1081,2
1049,565,2
1066,10110,2
1069,13,2
1141,1489,2
1144,3236,2
1147,380,2
1165,674,2
1175,1060,2
1178,15,2
1198,208,2
1229,1297,2
1249,1796,2
1255,1043,2
1265,38,2
1284,3007,2
1319,12727,2
1349,14,2
1355,1115,2
1368,136808,2
1369,2419,2
1386,1,2
1394,696,2
1458,376,2
1462,23,2
1500,10338,2
1505,145,2
1512,22,2
1534,17,2
1541,1209,2
1542,164,2
1547,31168,2
1549,3836,2
1591,14072,2
1609,1480,2
1614,130315,2
1653,19183,2
1680,1049,2
1681,318,2
1721,1185,2
1730,1804,2
1732,3365,2
1841,1455,2
1870,93,2
1889,108,2
1909,1249,2
1914,1363,2
1916,14,2
1922,101,2
1930,1173,2
1941,163,2
1944,1828,2
1952,14,2
1968,1201,2
1986,5250,2
1989,129142,2
2009,1086,2
2033,218179,2
2035,5739,2
2039,101,2
2051,1324,2
2061,16641,2
2074,1864,2
2114,10355,2
2139,30,2
2168,187,2
2178,48945,2
2181,320,2
2184,30,2
2194,4627,2
2208,191,2
2259,39734,2
2268,10248,2
2282,109,2
2297,181,2
2303,11725,2
2317,6922,2
2337,140,2
2360,383,2
2361,195,2
2401,12713,2
2408,1380,2
2415,12216,2
2417,1479,2
2428,104,2
2440,10238,2
2446,4486,2
2447,3343,2
2450,1006,2
2458,1024,2
2489,123058,2
2512,192,2
2516,169,2
2517,201,2
2564,1185,2
2575,1699,2
2581,1,2
2584,100,2
2594,15,2
2624,15515,2
2640,1034,2
2652,1338,2
2657,9201,2
2660,14,2
2691,132,2
2715,383,2
2724,126487,2
2729,991,2
2736,51974,2
2766,15,2
2772,22,2
2779,65913,2
2801,1222,2
2810,2244,2
2817,1499,2
2834,169591,2
2874,1731,2
2893,1074,2
2904,499,2
2906,1348,2
2919,140789,2
2959,13,2
2976,31,2
2981,137,2
3000,173,2
3010,1092,2
3029,1227,2
3071,701,2
3072,195960,2
3077,2062,2
3109,4438,2
3117,352,2
3154,128287,2
3200,1296,2
3209,10059,2
3212,2916,2
3213,375,2
3263,168,2
3281,190,2
3298,107,2
3321,1253,2
3328,1127,2
3332,16283,2
3336,17,2
3357,137,2
3364,1266,2
3367,1324,2
3370,1319,2
3371,202,2
3388,21,2
3408,37,2
3461,123,2
3483,13,2
3488,1,2
3491,1010,2
3539,849,2
3566,3740,2
3599,22,2
3602,184,2
3636,16354,2
3655,413,2
3656,11880,2
3677,273,2
3698,42,2
3711,141,2
3738,1835,2
3764,122466,2
3777,2146,2
3809,22,2
3810,16,2
3814,1513,2
3825,12,2
3854,1048,2
3886,31,2
3921,1495,2
3949,30,2
4012,1432,2
4026,22,2
4062,1151,2
4068,543,2
4112,1602,2
4122,235,2
4125,717,2
4139,118,2
4144,210,2
4157,1030,2
4160,23,2
4169,108030,2
4177,1201,2
4184,39,2
4187,30,2
4200,2645,2
4211,1016,2
4217,24,2
4235,101,2
4270,66328,2
4287,153,2
4290,25096,2
4308,409,2
4333,11,2
4336,460,2
4354,2046,2
4356,1537,2
4373,1001,2
4393,1071,2
4395,427,2
4398,219,2
4405,2352,2
4426,101,2
4444,246,2
4485,1101,2
4490,162,2
4499,1,2
4512,31,2
4525,1669,2
4530,5354,2
4549,2650,2
4567,45,2
4587,13361,2
4590,203287,2
4595,1047,2
4653,53550,2
4686,7145,2
4708,1903,2
4726,39685,2
4735,3390,2
4745,72,2
4756,201,2
4766,3792,2
4770,398,2
