FunctionID_f,AvgServiceTimeMilliseconds,Invocations30Days
9611,399,682
38,10,681
9903,2507,679
498,170,675
7148,1087,675
5822,806,674
6442,242,674
10328,206,670
1116,126,669
6235,310,668
2585,1408,667
685,25,665
994,12,665
7171,1461,665
8731,349,664
4940,412,662
7367,150,660
870,1169,658
9167,126485,656
63,2210,654
8204,3282,654
5500,251,652
9583,1293,651
5688,266,649
9094,75,642
2030,1068,641
644,5,640
4548,320,640
2449,166,638
261,1168,637
6093,1050,633
10308,227,633
9040,119,632
4480,18,618
3068,11140,616
5322,100,612
2897,115,607
8127,758,605
1674,26800,602
5091,446,600
5247,4542,600
8132,10,600
9349,123,599
7672,100,597
956,12203,594
1867,44,594
3827,1025,590
2741,41,589
4816,97,587
8637,1,587
899,2307,584
4183,4761,583
8521,1507,583
9762,24,582
7129,1307,581
9104,1,581
10286,83,581
3397,1556,578
3928,29454,577
4082,7,576
4501,63,576
4752,1436,576
5218,118,576
6692,231,576
10053,4128,576
10462,104,576
8695,458,575
9120,12,574
5897,104,572
2459,169,569
999,15,565
5559,167,563
1570,105,562
9710,1069,562
7948,1011,561
2692,10,560
583,5741,558
1757,122,556
7193,30115,552
4370,53,551
10363,1171,551
8727,1022,548
9761,251,546
7868,1570,544
2191,104,543
8826,155,540
10773,32015,537
700,1158,531
5085,128,528
207,1071,526
10296,89,525
6621,139,519
10506,2052,517
7362,175,516
10541,8,512
10460,6944,511
5944,10,510
8688,10431,507
8908,148,507
3571,3385,506
4801,1446,503
1983,50,502
7057,1209,501
9742,75,499
2102,1174,498
6654,1138,498
319,15662,495
6869,272,492
9796,249,492
1876,24964,490
10365,126,488
8449,8353,485
6396,211,484
3808,1184,482
8600,25,482
10438,105,482
2576,130,481
10210,1586,481
10239,109,481
77,396,480
199,139,480
391,11712,480
428,109,480
581,125,480
670,79836,480
708,112,480
777,128,480
780,1814,480
953,180,480
992,247,480
1206,205,480
1228,11268,480
1313,16,480
1320,1188,480
1516,126,480
1601,12,480
1856,417,480
2277,1021,480
2454,5386,480
2539,1392,480
3448,1,480
3452,433,480
3470,121,480
3540,1,480
3603,359,480
3649,312,480
4152,63,480
4161,1,480
4227,100,480
4246,117,480
4661,793,480
4793,107,480
4849,1093,480
4910,1,480
4994,79,480
4999,1556,480
5548,44,480
5647,106,480
5678,659,480
6105,400,480
6248,3328,480
6316,136,480
6584,61,480
6748,107,480
6978,1071,480
7064,19,480
7183,8088,480
7372,1,480
7385,151,480
7484,112,480
7500,378,480
7513,15351,480
7756,131,480
7854,1,480
8042,768,480
8054,154,480
8224,955,480
8702,1026,480
8790,1,480
8849,102,480
9029,187,480
9339,212,480
9565,194,480
9603,1,480
9704,163,480
9716,10944,480
9799,111,480
9979,783,480
10175,475,480
10502,4010,480
10608,14,480
10665,327,480
10718,129,480
651,2291,479
1807,2347,479
1984,42,479
3144,4039,479
3270,10,479
4381,27,479
5303,11,479
6094,34,479
7348,63325,479
9072,123,479
10713,190,479
2511,170,478
8762,2785,477
8900,120,477
6816,141,470
8972,150490,470
828,1849,469
1391,150,465
8476,1220,465
7832,239,463
105,5205,461
6839,6,461
7294,245,460
2840,218,457
10280,121,454
4032,336,453
2592,306,451
7821,1023,451
8854,1476,449
2160,10119,441
8934,12,441
7998,1838,437
1877,1066,436
7236,1795,436
9561,222,435
8722,20,434
9474,10,434
2830,1045,433
10076,1409,433
5458,1227,432
8006,1748,431
10234,124,431
10337,1979,427
4413,206,423
7910,353,423
8724,1066,422
2898,127,420
3382,190,418
10174,382,418
1961,270,411
6086,2200,410
6673,2,409
9956,10222,407
9490,1033,406
3582,192,400
4027,1693,397
460,149,395
1479,279,394
9744,18245,393
2016,30700,390
3783,179,390
6136,1,390
7842,1944,389
9426,12,389
4214,246,386
5985,1039,386
9424,1220,385
6870,119,383
9828,1056,383
3185,134,382
2859,10,381
9805,11,381
9552,210,380
10825,782,380
7732,412,378
4668,1257,377
6267,1385,377
468,1023,375
560,149,374
9008,104,374
6489,463,372
4521,162,370
7062,161,369
7194,104,369
6938,2013,367
2232,211,363
3721,101,363
5537,102,363
7017,231,363
9508,28,363
1883,30997,362
2977,88655,362
3484,3,362
5451,1773,362
189,146,361
5186,1,361
10488,10,361
585,134,360
865,1,360
910,1,360
1096,437,360
1157,1,360
1333,118,360
1385,84,360
1480,167,360
1514,1115,360
1582,1,360
1663,1151,360
1704,1,360
1743,228,360
1745,181,360
1759,109,360
1931,1,360
1939,29,360
2158,63,360
2295,1441,360
2524,1,360
2725,1,360
2936,195,360
2950,1,360
2995,113,360
3093,175,360
3274,1,360
3492,1,360
3523,138,360
3556,1,360
3565,27626,360
3598,56,360
3967,1,360
4310,1,360
5456,128,360
5968,101,360
6029,1,360
6237,1,360
6417,130,360
6553,1132,360
6568,3880,360
6973,1,360
6977,130,360
7292,2,360
7314,1,360
7651,40,360
7687,129,360
8266,1,360
8947,11087,360
9057,9282,360
9255,139,360
9336,1,360
9357,245,360
9698,222,360
9795,108,360
9858,728,360
9863,1,360
9957,27,360
9974,1,360
10667,1,360
10671,1,360
10849,152,360
867,81251,359
3853,1,359
3383,412,358
6781,245,358
9512,1,358
9791,1,358
10705,2182,358
2239,141,357
10439,246,357
1650,113,356
4561,241,356
10113,165,356
540,103,354
3083,947,354
10746,146,352
4892,105,351
7238,173,350
4096,141,349
7440,3502,349
10218,72,349
2860,3652,346
3772,638,346
8005,116,346
10596,14974,346
3207,1,345
388,7,344
7886,9701,344
7282,15,343
5819,579,342
8568,21,342
9617,1215,342
241,2584,341
789,175,340
8346,198,340
9778,106,338
386,1799,337
9815,3353,336
5228,14813,335
3997,43,334
9678,543,333
934,10,332
7313,516,331
248,1,330
9100,296,330
10333,24,329
1168,162,328
6672,131,328
8800,5238,327
818,237,326
4477,1029,326
5998,10,326
9280,110,326
7788,202,323
10322,3776,323
4141,12,322
46,50,321
2339,160,321
2504,1170,321
154,519,320
10422,2633,319
3255,10693,317
366,1673,316
7210,816,316
3158,4014,315
5934,23286,313
10093,56,313
10577,322,313
7012,10853,312
9197,256,311
795,2632,310
8789,1730,310
6069,106,309
7708,105,309
10245,375,309
1733,265,308
2540,1302,308
6753,11175,307
7774,108,307
8160,188,307
9931,131,307
884,197,306
410,1002,305
718,11029,305
4997,138212,305
6822,12,305
8967,139,305
3555,186,304
5958,4454,304
7600,53921,304
5406,131556,303
962,21267,302
9287,109,302
8445,1003,300
8614,12552,300
8753,514,300
9543,106,300
3455,12205,298
6581,1459,298
8995,1181,298
597,1135,297
1432,68,296
2843,29,296
3363,2827,296
288,3274,295
5935,12689,295
1247,157,294
6357,32962,293
8787,108,293
1599,1904,292
4390,1017,292
6624,192,292
10063,473,292
620,2019,291
2132,196,291
930,586,290
3910,4,290
6757,2,290
97,1995,289
146,6441,289
983,384,289
1334,1,289
1503,114,289
1631,12512,289
1702,1049,289
1948,6285,289
2071,101,289
2363,54924,289
2780,192,289
2826,2002,289
2985,177,289
3110,117062,289
3653,18180,289
4001,185,289
4299,28,289
4536,1,289
4601,119,289
5160,143,289
5295,3578,289
5462,2166,289
5488,176,289
6053,252737,289
6058,5027,289
6219,1026,289
6332,108,289
6534,319,289
6927,10270,289
7310,71,289
7447,165,289
7538,43,289
7933,382,289
8520,1123,289
8599,148,289
8701,13,289
8747,1179,289
8803,2241,289
8865,11694,289
8889,1,289
9233,2,289
9243,144,289
9450,49,289
9526,1312,289
9545,935,289
9576,3050,289
9734,136,289
10315,561,289
4,4753,288
15,172,288
39,800,288
43,113,288
69,361,288
75,115,288
78,10,288
81,2857,288
84,4,288
89,12,288
107,241235,288
118,228,288
119,168,288
139,187503,288
144,114,288
211,1287,288
237,156,288
255,523,288
267,37,288
276,377,288
287,93,288
341,159,288
353,146,288
359,376,288
397,17140,288
425,2,288
451,32430,288
464,6,288
470,170,288
493,9,288
494,1,288
507,1353,288
530,1,288
532,128,288
569,135,288
592,137,288
595,2144,288
635,35,288
652,2,288
654,1993,288
655,1187,288
658,1082,288
675,174,288
677,47,288
729,24559,288
738,16223,288
749,83,288
751,498,288
771,1,288
806,1352,288
819,1,288
820,322,288
824,402,288
860,253,288
871,99,288
915,15,288
918,137,288
929,135,288
937,64,288
958,183,288
975,176,288
988,152,288
996,62,288
1000,143,288
1037,3,288
1043,142,288
1072,1153,288
1078,1,288
1097,3349,288
1099,106,288
1100,214,288
1104,197,288
1112,2999,288
1119,256,288
1126,520,288
1127,1,288
1138,421,288
1142,103,288
1156,10,288
1164,163,288
1169,4,288
1185,1,288
1187,1854,288
1194,239,288
1200,345,288
1207,2011,288
1215,1,288
1222,1253,288
1236,1,288
1250,18806,288
1263,1812,288
1271,1282,288
1276,251,288
1304,1,288
1310,1205,288
1315,2,288
1326,1587,288
1328,2019,288
1329,50345,288
1344,1,288
1346,706,288
1378,26,288
1381,1514,288
1388,129,288
1392,1113,288
1400,866,288
1411,335,288
1415,1,288
1436,140,288
1444,105,288
1447,1123,288
1455,81,288
1460,1002,288
1470,253,288
1485,1,288
1487,308,288
1491,1,288
1494,105,288
1513,300,288
1536,189,288
1548,1,288
1556,559,288
1573,565,288
1578,420,288
1580,252,288
1583,1,288
1598,1425,288
1611,149,288
1645,3131,288
1646,3682,288
1676,365,288
1685,255,288
1690,296,288
1705,80,288
1725,1075,288
1744,643,288
1755,503,288
1767,25,288
1777,7502,288
1780,1274,288
1789,469,288
1794,1,288
1797,1060,288
1799,257,288
1802,266,288
1809,65,288
1815,4095,288
1822,178,288
1824,64,288
1837,1060,288
1840,137,288
1843,32,288
1852,625,288
1869,2266,288
1873,157,288
1893,1,288
1901,6882,288
1905,2829,288
1907,123,288
1911,1710,288
1912,14,288
1918,190,288
1927,1073,288
1938,336,288
1995,160,288
1996,1403,288
1998,1507,288
2021,1,288
2027,151,288
2029,191,288
2043,114,288
2045,1370,288
2055,166,288
2073,771,288
2093,1,288
2101,1157,288
2108,3,288
2111,150,288
2116,1677,288
2119,1,288
2128,139,288
2136,1,288
2145,63,288
2146,76,288
2148,1,288
2182,191,288
2197,309,288
2199,746,288
2204,403,288
2205,244,288
2209,610,288
2252,258,288
2258,192,288
2279,1031,288
2292,209,288
2313,1,288
2335,215,288
2341,552,288
2347,1109,288
2377,1,288
2378,969,288
2383,954,288
2388,162,288
2392,1,288
2403,126,288
2414,446,288
2421,139,288
2427,1054,288
2429,166,288
2432,5213,288
2478,178,288
2483,172,288
2484,32404,288
2490,118,288
2525,176,288
2547,205,288
2550,191,288
2562,2,288
2563,389,288
2618,113,288
2631,3966,288
2634,108,288
2648,123,288
2649,12282,288
2662,11,288
2667,35,288
2682,2,288
2698,1,288
2702,2390,288
2710,111,288
2711,18,288
2712,111,288
2713,2154,288
2717,1174,288
2730,11,288
2731,1238,288
2738,1,288
2744,1015,288
2750,1,288
2762,10,288
2764,245,288
2775,192,288
2783,211,288
2785,172,288
2793,11,288
2794,1880,288
2799,9559,288
2802,44577,288
2812,301,288
2820,1,288
2832,370,288
2845,10313,288
2850,106,288
2858,291,288
2863,134,288
2887,9,288
2889,10,288
2908,1,288
2909,201,288
2927,1548,288
2931,396,288
2940,2139,288
2941,490,288
2965,1528,288
2966,2529,288
2994,133,288
2998,213,288
3006,74,288
3008,1,288
3012,4,288
3018,53,288
3020,134,288
3037,6513,288
3040,160,288
3041,459,288
3056,105,288
3066,3325,288
3095,144,288
3102,1141,288
3103,147,288
3104,1038,288
3115,46,288
3118,11376,288
3126,982,288
3128,20,288
3130,147,288
3169,124,288
3182,1862,288
3184,10653,288
3205,11759,288
3206,1403,288
3217,77,288
3224,52,288
3225,104,288
3226,8693,288
3229,1830,288
3232,196,288
3238,740,288
3243,1,288
3251,581,288
3252,173,288
3282,152,288
3337,287,288
3339,2,288
3345,1043,288
3352,1236,288
3356,94,288
3386,1078,288
3389,126,288
3396,1633,288
3399,1640,288
3440,1429,288
3535,11736,288
3549,1,288
3553,179,288
3561,30,288
3569,5049,288
3570,1183,288
3572,11116,288
3618,429,288
3630,142,288
3657,1484,288
3668,71,288
3669,5088,288
3673,51,288
3684,126,288
3688,3,288
3693,10139,288
3719,50,288
3728,115,288
3731,5119,288
3735,4971,288
3746,14547,288
3749,209,288
3751,10,288
3775,24226,288
3780,2278,288
3794,1452,288
3800,1037,288
3820,1,288
3830,1,288
3837,10999,288
3841,1,288
3856,1426,288
3857,566,288
3870,81,288
3873,162,288
3891,437,288
3916,652,288
3925,149,288
3937,1521,288
3940,16,288
3942,422,288
3945,15119,288
3947,1593,288
3965,13,288
3977,661,288
3978,730,288
3987,1,288
3993,1,288
4002,8,288
4016,1,288
4019,1,288
4036,1085,288
4037,153,288
4048,109,288
4052,1,288
4080,4,288
4083,346,288
4086,3961,288
4089,37,288
4115,1,288
4126,4179,288
4129,140,288
4135,16,288
4136,92,288
4149,19,288
4151,1425,288
4162,262,288
4168,2024,288
4202,150,288
4205,188,288
4209,25,288
4215,12757,288
4218,472,288
4221,115,288
4224,82,288
4225,138,288
4232,827,288
4243,1,288
4244,149,288
4250,62,288
4261,1029,288
4280,146,288
4292,3,288
4294,970,288
4300,407,288
4335,139,288
4339,26,288
4342,146,288
4347,18,288
4353,92,288
4358,1,288
4360,14,288
4363,175,288
4379,3006,288
4383,1494,288
4404,1021,288
4407,1708,288
4434,1,288
4438,1602,288
4443,1,288
4452,179,288
4475,1,288
4494,36259,288
4504,1103,288
4507,2411,288
4520,131,288
4531,1832,288
4541,215,288
4574,314,288
4578,1304,288
4581,300,288
4599,348,288
4604,10,288
4605,239,288
4611,905,288
4616,75,288
4625,111,288
4626,4816,288
4662,379,288
4670,268,288
4675,323,288
4677,122,288
4679,2,288
4682,199,288
4689,32,288
4702,170,288
4703,1691,288
4728,1600,288
4733,196,288
4743,120,288
4746,10204,288
4749,155,288
4753,20073,288
4767,1,288
4768,164,288
4791,2025,288
4821,113,288
4823,443,288
4858,148,288
4860,216,288
4864,1,288
4866,1691,288
4877,1,288
4883,133,288
4925,3961,288
4930,275,288
4950,28,288
4969,861,288
4987,718,288
5007,1939,288
5008,568,288
5048,7008,288
5059,2,288
5076,2,288
5087,214,288
5090,49,288
5098,10614,288
5099,14,288
5106,99,288
5128,221,288
5161,6932,288
5191,1,288
5193,140,288
5207,1089,288
5262,19,288
5269,12240,288
5275,6351,288
5276,1,288
5278,6057,288
5286,642,288
5298,21031,288
5299,3878,288
5302,7,288
5321,164,288
5324,44,288
5351,4,288
5352,180,288
5356,170,288
5379,855,288
5382,1128,288
5393,137,288
5401,1,288
5440,21251,288
5466,5045,288
5472,2686,288
5478,491,288
5496,16,288
5504,1,288
5514,566,288
5521,18,288
5530,31,288
5532,2890,288
5533,1,288
5535,145,288
5540,1,288
5547,6,288
5622,1495,288
5630,5894,288
5649,2395,288
5657,2751,288
5687,38,288
5694,1022,288
5713,1,288
5719,1221,288
5739,1,288
5745,1,288
5772,1,288
5774,496,288
5779,1,288
5793,1,288
5797,584,288
5832,14,288
5837,4022,288
5858,193,288
5859,203,288
5862,65,288
5872,3,288
5886,16,288
5887,117,288
5889,3,288
5936,643,288
5943,254,288
5945,1,288
5955,239,288
5996,207,288
5997,223,288
6007,422,288
6012,499,288
6017,115,288
6043,1081,288
6108,630,288
6130,300320,288
6149,2913,288
6153,31,288
6155,5065,288
6161,26305,288
6171,2,288
6187,4291,288
6189,205,288
6192,295,288
6200,115,288
6222,10417,288
6224,2241,288
6229,1,288
6256,143,288
6274,96,288
6278,1,288
6291,23,288
6292,1355,288
6295,398,288
6331,73,288
6340,178,288
6341,49,288
6347,33704,288
6348,7,288
6369,441,288
6395,202,288
6400,122,288
6409,10018,288
6411,168,288
6418,1222,288
6419,1,288
6420,73,288
6432,2,288
6439,118,288
6465,129,288
6482,115,288
6486,17,288
6496,103244,288
6507,171,288
6518,10,288
6520,316,288
6533,361,288
6535,208,288
6538,4,288
6541,1,288
6543,795,288
6561,196,288
6562,36,288
6566,829,288
6579,46,288
6582,3316,288
6591,99,288
6598,1077,288
6604,158,288
6606,11941,288
6611,11,288
6615,154,288
6644,5171,288
6676,1,288
6695,9,288
6720,1,288
6727,2486,288
6737,2,288
6747,10189,288
6756,1228,288
6764,1,288
6783,11076,288
6786,834,288
6789,1378,288
6799,1488,288
6809,42,288
6810,1,288
6813,3955,288
6826,6432,288
6829,20854,288
6857,541,288
6874,644,288
6875,1,288
6877,1,288
6907,3,288
6916,1261,288
6919,2975,288
6940,292,288
6950,3351,288
6952,2307,288
6961,2,288
6963,1244,288
6966,102,288
6968,3375,288
6969,243,288
6994,133,288
7003,552,288
7030,174,288
7031,201,288
7036,1,288
7041,262,288
7058,1395,288
7075,258,288
7084,130,288
7086,1,288
7087,153,288
7092,14,288
7094,487,288
7098,116,288
7108,14240,288
7112,2576,288
7122,348,288
7141,488,288
7157,16402,288
7177,129,288
7261,1,288
7266,824,288
7287,371,288
7295,95,288
7296,65,288
7302,1,288
7307,132,288
7311,193,288
7316,268,288
7320,10,288
7331,321,288
7340,293,288
7350,100,288
7360,1203,288
7382,508,288
7384,1559,288
7386,129,288
7408,39,288
7430,101,288
7445,368,288
7452,86,288
7461,426,288
7476,15,288
7477,1448,288
7496,326,288
7501,907,288
7512,1203,288
7519,146,288
7534,2,288
7536,5610,288
7549,10629,288
7566,120,288
7569,61,288
7573,2036,288
7582,17,288
7589,1111,288
7590,29,288
7599,127,288
7645,80,288
7679,150,288
7690,151,288
7697,522,288
7714,12,288
7736,1,288
7737,1,288
7739,426,288
7799,298,288
7801,33681,288
7804,14783,288
7813,232,288
7814,3,288
7823,124,288
7843,4490,288
7879,104,288
7894,2302,288
7912,356,288
7917,1136,288
7927,42766,288
7955,136,288
7981,1,288
7984,172,288
8038,1,288
8043,541,288
8068,130,288
8072,233,288
8073,478,288
8082,1054,288
8085,267,288
8118,67,288
8120,10,288
8124,724,288
8138,149,288
8158,353,288
8218,5051,288
8252,4,288
8256,125,288
8272,181423,288
8274,1,288
8280,59,288
8288,83,288
8305,684,288
8308,214,288
8323,27080,288
8327,1,288
8332,4263,288
8355,586,288
8380,123,288
8397,33,288
8400,11,288
8407,1,288
8408,1,288
8431,217,288
8434,190,288
8438,1,288
8439,492,288
8440,1058,288
8455,1,288
8470,1,288
8472,1,288
8480,41,288
8481,3,288
8490,44,288
8498,3,288
8504,357,288
8519,216,288
8527,2609,288
8536,1,288
8551,1,288
8552,290,288
8562,1007,288
8566,1,288
8569,1,288
8572,174,288
8573,583,288
8593,1453,288
8595,1752,288
8613,3237,288
8624,142,288
8632,1341,288
8638,2360,288
8650,27,288
8679,30,288
8680,337,288
8681,856,288
8686,22416,288
8689,136,288
8703,28493,288
8711,347,288
8736,10064,288
8738,1171,288
8763,185,288
8770,97,288
8781,404,288
8794,145,288
8796,140,288
8804,226,288
8813,372,288
8817,179,288
8827,155,288
8835,1,288
8864,1792,288
8887,46,288
8897,239,288
8904,26,288
8911,163,288
8919,71045,288
8960,1,288
8969,298,288
8978,166,288
8980,167,288
8986,533,288
8998,15,288
8999,21201,288
9009,1,288
9042,414,288
9045,241151,288
9052,108,288
9059,5059,288
9066,1155,288
9069,162,288
9070,43,288
9077,2,288
9084,3,288
9106,188,288
9145,227,288
9147,220,288
9148,1,288
9151,103,288
9173,1090,288
9175,135,288
9189,4407,288
9206,11931,288
9208,184,288
9214,272,288
9215,1,288
9227,394,288
9288,1,288
9307,139,288
9312,1581,288
9318,1,288
9325,147,288
9344,190,288
9346,32,288
9350,14703,288
9353,240,288
9356,88,288
9378,175,288
9417,23,288
9425,154,288
9514,1,288
9520,1,288
9548,142,288
9574,165,288
9575,777,288
9581,2191,288
9590,187,288
9604,60112,288
9620,27,288
9623,1844,288
9643,3008,288
9658,313,288
9663,215,288
9668,488,288
9675,6927,288
9684,138,288
9713,7843,288
9717,1,288
9735,348,288
9747,1341,288
9756,1,288
9769,551,288
9836,357,288
9844,1,288
9885,311,288
9894,49,288
9897,1,288
9917,1054,288
9929,166,288
9952,2449,288
9955,1084,288
9977,1,288
9981,121,288
9992,237,288
9999,181,288
10000,237,288
10005,220,288
10009,1027,288
10022,180,288
10026,76,288
10054,1696,288
10055,124,288
10061,11187,288
10077,140,288
10080,125,288
10086,1986,288
10117,5,288
10121,1,288
10139,6107,288
10193,1226,288
10195,51,288
10202,26721,288
10212,2794,288
10215,1066,288
10220,205,288
10223,2054,288
10235,165,288
10243,606,288
10250,10,288
10262,1079,288
10291,13437,288
10314,4395,288
10334,1,288
10359,140,288
10374,138,288
10375,18,288
10382,127,288
10394,1179,288
10401,82,288
10412,78,288
10425,155,288
10435,1131,288
10442,1108,288
10443,44,288
10454,610,288
10491,177,288
10504,366,288
10519,601,288
10531,191,288
10571,136,288
10589,1497,288
10592,1196,288
10593,178,288
10628,1,288
10633,1,288
10646,331,288
10685,1393,288
10704,430,288
10708,1169,288
10710,1,288
10712,117,288
10723,2982,288
10736,509,288
10754,681,288
10760,1111,288
10761,232,288
10767,1,288
10769,978,288
10771,9201,288
10789,122713,288
10798,408,288
10800,5099,288
10818,26392,288
10828,298,288
10838,48,288
10861,74,288
454,449,287
496,746,287
544,131,287
694,1663,287
2163,1006,287
2237,1673,287
2406,160,287
2970,28,287
2974,18346,287
3078,106,287
3134,12,287
3186,3632,287
3406,273,287
3786,311,287
3931,15772,287
4380,103767,287
4526,282,287
4597,124,287
4740,618,287
4790,16,287
5180,430,287
5188,19,287
5580,405,287
5789,276,287
5823,12851,287
6090,14653,287
6394,153,287
6452,1002,287
6500,159,287
6556,28,287
6558,121,287
7076,12336,287
7138,177,287
7305,212,287
7522,143,287
8311,19774,287
8771,2,287
9157,45,287
9253,283,287
9298,3057,287
9515,117,287
10368,1008,287
10427,215,287
10562,628,287
215,1,286
553,44,286
1892,10047,286
2720,214,286
2930,13,286
4133,1862,286
5243,10,286
6202,10097,286
6287,249,286
6487,15965,286
6522,143,286
6855,8,286
7759,1326,286
7828,196,286
8262,122,286
9232,1247,286
9358,20,286
9485,35,286
9889,171,286
10347,13,286
10606,26,286
42,206,285
3305,235,285
3501,146,285
5002,12292,285
5890,763,285
9064,1890,285
1307,1,284
2819,1137,284
4788,756,284
10424,621,284
1106,187,283
3180,49508,282
5044,55,282
8626,121,282
890,203,281
7702,1241,281
9827,101,281
6004,113,280
7284,122,280
1283,159,277
4911,15368,277
3578,2,276
8071,76404,276
8725,13103,276
3042,1868,275
8208,2072,275
8420,222,275
10711,1215,275
8258,1016,274
5616,119,273
9537,156,273
3272,1015,272
4313,21,272
4620,199,271
5399,38,271
6807,1679,271
6168,300471,270
9218,82039,270
4463,1165,269
7256,340,269
9892,8,268
1454,6,267
4258,636,267
1098,3117,266
1317,110,266
9268,302217,266
8122,1017,265
9997,10,265
7789,2301,264
2193,13,263
3880,131,263
2842,633,262
4088,164,262
3249,124,261
6671,17,261
7682,240,261
230,175,260
631,1031,260
7646,14,259
6030,1063,258
9935,112,256
8847,3,254
5350,112,253
10737,474,252
2961,18,251
8553,1665,251
1085,544,250
2865,1087,250
5292,15,250
1095,3216,249
4556,105,248
572,107,246
5563,20,246
6682,11,245
8687,74,245
1502,189,244
10469,300510,244
1801,125,243
2589,1037,243
4663,106597,242
7248,49,242
7053,16921,241
3443,356,240
3588,14,240
4164,160,240
4233,1032,240
4582,207789,240
5545,14708,240
5577,168,240
6583,1107,240
8050,2141,240
8917,7955,240
9914,397,240
10140,184,240
2695,2025,239
10149,299616,239
1361,2393,237
4638,1302,236
10731,2114,236
57,1129,235
7093,334,235
9967,146,235
2302,543,233
6865,5559,233
1979,13,232
9247,23,232
3575,331,230
8784,2112,230
7574,316,229
1951,10004,228
5153,1018,228
571,10,225
1327,1,225
1575,107,225
3039,113,225
7929,2730,225
4458,1453,224
8163,123,224
8843,1376,224
1135,1529,222
7181,10597,222
4497,1003,221
3208,2235,220
2072,21,219
4085,14189,219
10778,20226,219
3638,1061,218
515,1292,217
1435,114703,217
10237,187,217
10812,1019,217
3678,255,216
7080,10,216
9386,1214,216
5558,257,215
7074,12606,215
8175,354,215
6639,11242,214
6349,1663,213
6820,137,212
10775,172,211
742,247,210
9821,11905,210
6544,114,209
8924,13,209
2593,213,208
10553,1281,208
5903,146,207
521,11,206
8828,1194,206
10213,11364,205
3049,174,204
3143,1533,204
9667,317,204
277,34,202
1706,670,202
1626,1446,200
1693,1158,200
6182,123,199
4031,1557,198
6412,1071,198
8596,146,198
10257,1391,198
6407,13240,197
1371,8084,196
1933,1305,196
5175,216,195
8174,8270,195
9904,426,194
10017,298,194
2895,30,193
3620,1556,193
5909,16120,193
6193,1391,192
7429,1038,192
7723,547,192
8977,23,192
10010,1055,192
10270,259,192
10327,378,192
903,10036,191
3426,129,191
7043,5746,191
7506,10,191
10835,1746,191
10065,263,190
1859,3819,189
8378,1489,189
9671,138,189
8349,117,188
8764,1473,188
2937,11938,187
3267,213,187
4769,29,186
9461,142,186
2560,267,185
3392,1618,185
7820,95,185
9500,1087,185
3350,4911,184
8007,12,184
9681,279,184
7121,13,183
7572,477,183
7345,13723,182
4195,152,181
5818,377,181
6317,14,181
6472,300319,181
6716,10525,181
7147,1212,181
396,18,180
3091,121,180
7352,394,180
8526,1178,180
9049,1,180
165,5811,179
9492,33403,179
7297,10318,178
83,4280,177
2473,107,177
1793,5,176
6575,139,176
671,1609,174
8162,6059,174
4552,162,173
8058,32,173
407,2122,171
3446,3923,171
6000,191,171
10088,1713,171
2212,179,170
3546,127,170
10256,1160,170
5941,42,169
6986,50,169
1529,10,168
4450,1378,168
4472,151,168
4569,1018,168
5933,2,168
8606,3065,168
9807,189,168
8898,112,167
902,1000,165
1673,1180,165
2066,100,165
2189,1187,165
2223,1104,165
2322,1010,165
3756,1234,165
4609,1195,165
5092,1242,165
9751,740,165
10073,1,165
1884,1221,164
7652,1045,164
10402,193,164
1089,10562,163
3113,1116,163
4154,2840,163
4831,1066,163
9924,136,163
723,646,162
1295,1081,162
3057,1362,162
4535,1174,162
7349,10299,162
1204,106,161
2461,1168,161
841,540027,160
1316,1026,160
2028,4881,160
4121,1793,160
5917,31,160
6195,160,160
10276,290,160
10321,1421,160
1300,1224,159
4632,10,159
9845,5227,159
1813,15344,158
2697,619,158
9728,105,158
3519,1119,157
6421,1017,157
10540,73817,157
1740,2315,156
2240,81184,156
3479,484,156
3713,23,156
3768,141,156
6730,2036,156
7889,11244,156
10632,373,156
614,10584,155
3468,3,155
4655,157,155
5341,1182,155
33,33,154
1077,1039,154
3265,669,154
3375,1095,154
5663,1199,153
7864,126,153
892,51635,152
4303,32,152
9015,2200,152
9438,3500,151
1431,607,150
3472,1500,150
4660,101,150
8945,100,150
10689,388,150
1746,10,149
8565,1208,149
6957,146,148
4118,304,147
10698,108,147
1618,156,146
4267,188,146
6485,25,146
6937,1318,146
9373,4,146
9614,217,146
1113,1654,145
2123,1514,145
2557,111,145
3248,9031,145
3961,1737,145
8352,1016,145
8935,23811,145
9119,2522,145
9877,61273,145
185,1038,144
205,26567,144
448,5130,144
491,1225,144
615,11975,144
617,118,144
664,183,144
668,177,144
686,184,144
951,9190,144
979,1069,144
1472,92880,144
1481,1210,144
1486,343,144
1538,1146,144
1595,136,144
1604,966,144
1610,1000,144
1639,1181,144
1671,29694,144
1694,101,144
1699,1075,144
1717,12277,144
1722,318,144
1729,125,144
1741,129,144
1749,112,144
1872,5,144
2011,2632,144
2224,7586,144
2225,1469,144
2312,127,144
2453,2586,144
2462,1018,144
2612,1154,144
2706,191,144
2816,1058,144
2899,442,144
3016,15168,144
3179,1951,144
3277,1317,144
3307,1732,144
3316,148283,144
3560,21627,144
3642,333,144
3704,291,144
3839,1855,144
3888,1116,144
3957,199,144
3973,1273,144
3988,2447,144
4171,100641,144
4364,104,144
4384,12332,144
4430,113696,144
4544,1,144
4545,140,144
4656,15111,144
5054,68032,144
5253,36,144
